	ID	Lat	Long	Types
175	4ff1ae2302d460397f6e2f4bb9944d190587cca8	54.69401519999999	25.27281469999999	['park', 'point_of_interest', 'establishment']
176	15dc212040fe113e53268a73ccb9f71fcb4687de	54.69520539999999	25.2728549	['park', 'point_of_interest', 'establishment']
177	c044cda046675a87c9c0458ab9af48540656fcc4	54.6818995	25.2642682	['park', 'point_of_interest', 'establishment']
178	d4b60680a6fa8a6fb048d8bafde36752b73e8e84	54.69779279999999	25.2795209	['park', 'point_of_interest', 'establishment']
179	b59cb77de13125eaeaa773b689ff29af0491ce38	54.6758234	25.2856737	['park', 'point_of_interest', 'establishment']
180	4cdcece7eed1d50f84a17e68226436e188f8d7f9	54.6842959	25.3007727	['park', 'point_of_interest', 'establishment']
181	ec5394e33948202ff349b9d5d8fb3fd6869f5a4c	54.6747577	25.2856912	['park', 'point_of_interest', 'establishment']
182	92ebbd9ac2f858cb0b975b8b6f00bac0efbd5cba	54.6745923	25.2870187	['park', 'point_of_interest', 'establishment']
183	b94c14becc2fd1f3c7abea46f4a04b8d4fba8ad9	54.67839009999999	25.2975116	['park', 'point_of_interest', 'establishment']
184	de3bfd345e26e63a8263ee30449ab6ad30dd525d	54.6737305	25.2774661	['park', 'point_of_interest', 'establishment']
185	424cab9f4bcff3266df9f889a12afbc7210918f6	54.69016519999999	25.2576013	['park', 'point_of_interest', 'establishment']
186	2a8a10eb910611789bd92b2716d2ddfdc46ff4d2	54.6798047	25.2590463	['park', 'point_of_interest', 'establishment']
187	0bf4fb84ab6e511b9b0cc1b6261a22148b0494be	54.6732299	25.2676229	['park', 'point_of_interest', 'establishment']
188	d5ef9d9af6690a1351faca53cf99fee24817d909	54.6841405	25.2527239	['park', 'point_of_interest', 'establishment']
189	07d565c7dc8ef0d4d747889ca5e3c68dc2dd3648	54.6897408	25.2522311	['park', 'point_of_interest', 'establishment']
190	5f2bc5977adbaeebc3237c3fa5673923baec6bc7	54.7022593	25.2681725	['park', 'point_of_interest', 'establishment']
191	e3133b69605a52b2a5e22685aee59de98481669f	54.7040519	25.2841863	['park', 'point_of_interest', 'establishment']
192	c26bb7a19a1c6a16097c50406801391e6d49d815	54.6863086	25.2475709	['park', 'point_of_interest', 'establishment']
193	525b94156772b047e8a0946a0a6c07ce41f2c6e6	54.68172080000001	25.2481794	['park', 'point_of_interest', 'establishment']
